account_id,signup_date,cohort_month,country,industry,company_size_bucket,initial_plan,acquisition_channel
ACC-01324,2023-05-22,2023-05-01,SE,MarTech,51-200,Enterprise,Organic
ACC-01325,2023-11-03,2023-11-01,US,FinTech,200+,Enterprise,Partner
ACC-01326,2024-11-02,2024-11-01,US,EdTech,200+,Enterprise,Outbound
ACC-01327,2023-08-22,2023-08-01,US,EdTech,11-50,Pro,Partner
ACC-01328,2024-04-24,2024-04-01,CA,HealthTech,51-200,Basic,Organic
ACC-01329,2024-12-15,2024-12-01,UK,HealthTech,51-200,Basic,Organic
ACC-01330,2023-05-12,2023-05-01,US,EdTech,11-50,Pro,Paid Search
ACC-01331,2023-08-19,2023-08-01,UK,EdTech,11-50,Pro,Paid Search
ACC-01332,2023-11-30,2023-11-01,DE,E-Commerce,1-10,Basic,Outbound
ACC-01333,2023-12-05,2023-12-01,DE,MarTech,200+,Pro,Paid Search
ACC-01334,2024-01-26,2024-01-01,US,FinTech,11-50,Basic,Organic
ACC-01335,2024-08-06,2024-08-01,SE,E-Commerce,11-50,Basic,Partner
ACC-01336,2023-07-01,2023-07-01,US,EdTech,11-50,Basic,Organic
ACC-01337,2024-01-31,2024-01-01,US,SaaS,51-200,Basic,Organic
ACC-01338,2024-06-14,2024-06-01,US,FinTech,200+,Basic,Outbound
ACC-01339,2023-05-13,2023-05-01,DE,HealthTech,1-10,Enterprise,Outbound
ACC-01340,2023-05-14,2023-05-01,NL,FinTech,51-200,Pro,Organic
ACC-01341,2024-08-11,2024-08-01,SE,E-Commerce,11-50,Pro,Organic
ACC-01342,2023-01-08,2023-01-01,SE,HealthTech,51-200,Pro,Organic
ACC-01343,2023-12-03,2023-12-01,NL,Logistics,11-50,Pro,Partner
ACC-01344,2023-10-22,2023-10-01,FR,Logistics,11-50,Enterprise,Partner
ACC-01345,2024-02-05,2024-02-01,FR,MarTech,1-10,Basic,Outbound
ACC-01346,2024-03-18,2024-03-01,UK,Logistics,1-10,Pro,Paid Search
ACC-01347,2023-02-14,2023-02-01,US,Logistics,1-10,Pro,Organic
ACC-01348,2023-03-10,2023-03-01,CA,EdTech,1-10,Pro,Outbound
ACC-01349,2024-07-20,2024-07-01,US,FinTech,51-200,Pro,Partner
ACC-01350,2024-02-24,2024-02-01,UK,FinTech,11-50,Pro,Organic
ACC-01351,2024-12-12,2024-12-01,FR,HealthTech,11-50,Basic,Organic
ACC-01352,2023-02-08,2023-02-01,US,SaaS,200+,Basic,Partner
ACC-01353,2024-05-11,2024-05-01,UK,SaaS,51-200,Pro,Paid Search
ACC-01354,2024-04-27,2024-04-01,AU,MarTech,1-10,Basic,Organic
ACC-01355,2023-10-29,2023-10-01,US,EdTech,1-10,Pro,Organic
ACC-01356,2023-10-07,2023-10-01,US,FinTech,1-10,Basic,Partner
ACC-01357,2023-08-10,2023-08-01,UK,SaaS,11-50,Pro,Partner
ACC-01358,2024-11-06,2024-11-01,NL,FinTech,11-50,Basic,Organic
ACC-01359,2024-01-22,2024-01-01,CA,Logistics,11-50,Basic,Organic
ACC-01360,2024-03-07,2024-03-01,US,SaaS,51-200,Pro,Organic
ACC-01361,2023-04-09,2023-04-01,AU,MarTech,1-10,Basic,Paid Search
ACC-01362,2023-04-21,2023-04-01,AU,FinTech,11-50,Pro,Outbound
ACC-01363,2024-02-09,2024-02-01,SE,SaaS,1-10,Basic,Organic
ACC-01364,2024-02-16,2024-02-01,FR,SaaS,1-10,Basic,Partner
ACC-01365,2023-10-13,2023-10-01,FR,FinTech,1-10,Basic,Organic
ACC-01366,2024-09-05,2024-09-01,UK,HR Tech,51-200,Pro,Outbound
ACC-01367,2024-08-05,2024-08-01,US,HR Tech,11-50,Enterprise,Partner
ACC-01368,2024-11-25,2024-11-01,NL,MarTech,1-10,Basic,Partner
ACC-01369,2024-12-05,2024-12-01,US,Logistics,11-50,Basic,Paid Search
ACC-01370,2024-08-22,2024-08-01,UK,E-Commerce,51-200,Pro,Partner
ACC-01371,2023-01-14,2023-01-01,US,E-Commerce,51-200,Basic,Partner
ACC-01372,2023-09-07,2023-09-01,FR,SaaS,11-50,Basic,Organic
ACC-01373,2023-07-29,2023-07-01,FR,SaaS,51-200,Enterprise,Paid Search
ACC-01374,2023-12-03,2023-12-01,US,FinTech,51-200,Basic,Partner
ACC-01375,2024-02-29,2024-02-01,FR,FinTech,1-10,Enterprise,Organic
ACC-01376,2023-09-06,2023-09-01,US,SaaS,200+,Enterprise,Partner
ACC-01377,2024-12-13,2024-12-01,CA,E-Commerce,11-50,Basic,Paid Search
ACC-01378,2023-01-07,2023-01-01,US,HealthTech,200+,Basic,Outbound
ACC-01379,2023-07-29,2023-07-01,US,SaaS,11-50,Pro,Organic
ACC-01380,2024-06-03,2024-06-01,US,EdTech,11-50,Pro,Organic
ACC-01381,2023-06-30,2023-06-01,FR,FinTech,11-50,Enterprise,Organic
ACC-01382,2024-05-07,2024-05-01,US,HR Tech,11-50,Basic,Paid Search
ACC-01383,2024-06-01,2024-06-01,FR,HealthTech,1-10,Enterprise,Paid Search
ACC-01384,2024-01-26,2024-01-01,UK,SaaS,200+,Basic,Paid Search
ACC-01385,2024-07-20,2024-07-01,CA,FinTech,11-50,Pro,Paid Search
ACC-01386,2024-09-12,2024-09-01,UK,FinTech,51-200,Basic,Outbound
ACC-01387,2023-01-05,2023-01-01,US,E-Commerce,51-200,Pro,Outbound
ACC-01388,2024-02-09,2024-02-01,SE,FinTech,11-50,Pro,Paid Search
ACC-01389,2024-02-23,2024-02-01,NL,HR Tech,1-10,Enterprise,Organic
ACC-01390,2024-03-22,2024-03-01,SE,MarTech,51-200,Basic,Partner
ACC-01391,2024-10-12,2024-10-01,CA,EdTech,51-200,Enterprise,Partner
ACC-01392,2023-09-06,2023-09-01,UK,Logistics,11-50,Pro,Organic
ACC-01393,2024-11-12,2024-11-01,FR,FinTech,11-50,Pro,Organic
ACC-01394,2024-09-08,2024-09-01,DE,EdTech,1-10,Basic,Organic
ACC-01395,2024-12-29,2024-12-01,NL,FinTech,11-50,Enterprise,Paid Search
ACC-01396,2023-07-13,2023-07-01,NL,SaaS,11-50,Pro,Paid Search
ACC-01397,2024-06-29,2024-06-01,FR,FinTech,11-50,Basic,Outbound
ACC-01398,2023-04-02,2023-04-01,US,E-Commerce,51-200,Enterprise,Organic
ACC-01399,2023-08-03,2023-08-01,SE,FinTech,11-50,Enterprise,Partner
ACC-01400,2023-01-02,2023-01-01,US,MarTech,11-50,Basic,Organic
ACC-01401,2024-03-17,2024-03-01,US,FinTech,51-200,Basic,Organic
ACC-01402,2023-04-23,2023-04-01,UK,MarTech,1-10,Basic,Organic
ACC-01403,2023-07-16,2023-07-01,US,Logistics,11-50,Pro,Paid Search
ACC-01404,2024-10-13,2024-10-01,US,FinTech,11-50,Basic,Organic
ACC-01405,2024-08-22,2024-08-01,US,HealthTech,51-200,Basic,Organic
ACC-01406,2023-01-08,2023-01-01,FR,MarTech,1-10,Basic,Partner
ACC-01407,2024-01-20,2024-01-01,FR,HR Tech,51-200,Enterprise,Paid Search
ACC-01408,2023-12-12,2023-12-01,FR,FinTech,51-200,Basic,Organic
ACC-01409,2023-09-03,2023-09-01,SE,EdTech,11-50,Basic,Paid Search
ACC-01410,2023-12-05,2023-12-01,AU,SaaS,51-200,Basic,Partner
ACC-01411,2023-05-23,2023-05-01,US,SaaS,11-50,Enterprise,Partner
ACC-01412,2023-09-12,2023-09-01,UK,E-Commerce,51-200,Pro,Paid Search
ACC-01413,2023-07-12,2023-07-01,US,E-Commerce,200+,Basic,Paid Search
ACC-01414,2023-02-16,2023-02-01,SE,EdTech,51-200,Basic,Paid Search
ACC-01415,2024-09-19,2024-09-01,AU,FinTech,200+,Enterprise,Paid Search
ACC-01416,2024-11-05,2024-11-01,NL,Logistics,51-200,Basic,Organic
ACC-01417,2023-05-27,2023-05-01,NL,Logistics,51-200,Pro,Organic
ACC-01418,2024-05-24,2024-05-01,AU,FinTech,51-200,Pro,Outbound
ACC-01419,2023-06-22,2023-06-01,NL,HR Tech,11-50,Pro,Organic
ACC-01420,2023-06-24,2023-06-01,CA,EdTech,1-10,Basic,Partner
ACC-01421,2023-06-14,2023-06-01,NL,FinTech,11-50,Basic,Partner
ACC-01422,2024-11-12,2024-11-01,UK,Logistics,1-10,Basic,Paid Search
ACC-01423,2024-05-18,2024-05-01,US,EdTech,51-200,Enterprise,Partner
ACC-01424,2024-09-07,2024-09-01,US,FinTech,200+,Pro,Partner
ACC-01425,2024-10-31,2024-10-01,FR,E-Commerce,51-200,Enterprise,Organic
ACC-01426,2023-04-29,2023-04-01,US,SaaS,11-50,Pro,Organic
ACC-01427,2023-04-29,2023-04-01,DE,SaaS,11-50,Basic,Partner
ACC-01428,2023-11-15,2023-11-01,US,E-Commerce,51-200,Enterprise,Organic
ACC-01429,2024-01-09,2024-01-01,AU,HR Tech,1-10,Pro,Paid Search
ACC-01430,2023-04-20,2023-04-01,UK,E-Commerce,11-50,Basic,Outbound
ACC-01431,2023-08-13,2023-08-01,UK,HealthTech,11-50,Basic,Partner
ACC-01432,2024-12-20,2024-12-01,US,FinTech,11-50,Pro,Organic
ACC-01433,2024-12-24,2024-12-01,DE,E-Commerce,1-10,Basic,Outbound
ACC-01434,2023-03-02,2023-03-01,SE,FinTech,51-200,Basic,Partner
ACC-01435,2023-08-19,2023-08-01,CA,SaaS,51-200,Basic,Paid Search
ACC-01436,2024-02-06,2024-02-01,US,MarTech,200+,Basic,Organic
ACC-01437,2024-02-06,2024-02-01,US,EdTech,200+,Pro,Paid Search
ACC-01438,2024-06-24,2024-06-01,CA,FinTech,200+,Pro,Paid Search
ACC-01439,2023-04-10,2023-04-01,US,MarTech,11-50,Enterprise,Partner
ACC-01440,2024-12-27,2024-12-01,US,EdTech,11-50,Basic,Paid Search
ACC-01441,2023-05-29,2023-05-01,US,MarTech,1-10,Pro,Paid Search
ACC-01442,2024-08-12,2024-08-01,US,MarTech,51-200,Basic,Outbound
ACC-01443,2024-11-26,2024-11-01,AU,Logistics,1-10,Enterprise,Organic
ACC-01444,2023-02-23,2023-02-01,US,E-Commerce,11-50,Basic,Organic
ACC-01445,2024-02-18,2024-02-01,US,SaaS,11-50,Basic,Paid Search
ACC-01446,2023-06-26,2023-06-01,FR,FinTech,51-200,Pro,Partner
ACC-01447,2024-04-19,2024-04-01,NL,EdTech,1-10,Pro,Paid Search
ACC-01448,2023-05-03,2023-05-01,US,SaaS,11-50,Enterprise,Organic
ACC-01449,2024-08-23,2024-08-01,DE,E-Commerce,1-10,Pro,Partner
ACC-01450,2023-07-05,2023-07-01,UK,HR Tech,51-200,Basic,Organic
ACC-01451,2023-11-30,2023-11-01,US,Logistics,51-200,Basic,Partner
ACC-01452,2023-01-21,2023-01-01,UK,MarTech,51-200,Pro,Organic
ACC-01453,2024-08-21,2024-08-01,DE,MarTech,51-200,Pro,Organic
ACC-01454,2024-11-05,2024-11-01,NL,SaaS,11-50,Basic,Paid Search
ACC-01455,2023-11-18,2023-11-01,US,SaaS,1-10,Basic,Paid Search
ACC-01456,2023-02-05,2023-02-01,US,SaaS,1-10,Enterprise,Organic
ACC-01457,2024-11-04,2024-11-01,US,FinTech,200+,Pro,Partner
ACC-01458,2024-11-05,2024-11-01,DE,SaaS,11-50,Basic,Outbound
ACC-01459,2023-12-27,2023-12-01,FR,E-Commerce,51-200,Pro,Organic
ACC-01460,2023-02-07,2023-02-01,US,FinTech,51-200,Enterprise,Paid Search
ACC-01461,2023-08-10,2023-08-01,DE,FinTech,51-200,Basic,Paid Search
ACC-01462,2023-09-24,2023-09-01,UK,Logistics,11-50,Basic,Organic
ACC-01463,2024-03-11,2024-03-01,SE,SaaS,1-10,Pro,Organic
ACC-01464,2024-10-10,2024-10-01,CA,SaaS,11-50,Pro,Partner
ACC-01465,2024-09-11,2024-09-01,US,MarTech,11-50,Pro,Paid Search
ACC-01466,2024-09-10,2024-09-01,US,FinTech,11-50,Pro,Paid Search
ACC-01467,2023-12-04,2023-12-01,FR,FinTech,11-50,Basic,Outbound
ACC-01468,2023-08-20,2023-08-01,US,SaaS,200+,Basic,Outbound
ACC-01469,2023-05-07,2023-05-01,US,EdTech,11-50,Enterprise,Paid Search
ACC-01470,2024-06-25,2024-06-01,US,E-Commerce,1-10,Basic,Organic
ACC-01471,2023-02-19,2023-02-01,US,HR Tech,11-50,Basic,Partner
ACC-01472,2024-06-28,2024-06-01,DE,Logistics,11-50,Pro,Organic
ACC-01473,2024-12-04,2024-12-01,DE,SaaS,1-10,Basic,Partner
ACC-01474,2023-02-24,2023-02-01,NL,E-Commerce,11-50,Pro,Partner
ACC-01475,2024-03-04,2024-03-01,CA,SaaS,200+,Pro,Paid Search
ACC-01476,2023-10-10,2023-10-01,SE,E-Commerce,51-200,Enterprise,Organic
ACC-01477,2024-10-12,2024-10-01,NL,HR Tech,11-50,Basic,Organic
ACC-01478,2023-03-23,2023-03-01,US,SaaS,1-10,Pro,Organic
ACC-01479,2023-10-20,2023-10-01,DE,HealthTech,51-200,Enterprise,Paid Search
ACC-01480,2024-06-04,2024-06-01,SE,SaaS,11-50,Pro,Partner
ACC-01481,2024-06-29,2024-06-01,CA,HealthTech,11-50,Enterprise,Partner
ACC-01482,2024-03-11,2024-03-01,CA,EdTech,1-10,Pro,Outbound
ACC-01483,2024-06-24,2024-06-01,CA,SaaS,11-50,Basic,Outbound
ACC-01484,2024-06-20,2024-06-01,NL,SaaS,11-50,Basic,Paid Search
ACC-01485,2023-02-22,2023-02-01,UK,FinTech,11-50,Basic,Outbound
ACC-01486,2023-09-13,2023-09-01,AU,Logistics,51-200,Basic,Paid Search
ACC-01487,2023-09-29,2023-09-01,US,EdTech,11-50,Basic,Organic
ACC-01488,2024-10-20,2024-10-01,DE,Logistics,200+,Enterprise,Partner
ACC-01489,2023-02-28,2023-02-01,UK,E-Commerce,11-50,Basic,Organic
ACC-01490,2023-07-10,2023-07-01,UK,SaaS,11-50,Basic,Paid Search
ACC-01491,2023-06-07,2023-06-01,UK,Logistics,1-10,Pro,Organic
ACC-01492,2024-04-26,2024-04-01,UK,FinTech,11-50,Basic,Partner
ACC-01493,2023-04-22,2023-04-01,SE,EdTech,11-50,Basic,Partner
ACC-01494,2023-01-06,2023-01-01,UK,Logistics,1-10,Basic,Organic
ACC-01495,2024-02-09,2024-02-01,UK,FinTech,1-10,Pro,Outbound
ACC-01496,2024-11-12,2024-11-01,SE,SaaS,11-50,Pro,Partner
ACC-01497,2023-05-11,2023-05-01,US,MarTech,51-200,Pro,Outbound
ACC-01498,2024-02-03,2024-02-01,US,HR Tech,51-200,Basic,Organic
ACC-01499,2023-01-14,2023-01-01,CA,SaaS,51-200,Basic,Outbound
ACC-01500,2023-01-09,2023-01-01,UK,FinTech,11-50,Pro,Organic
